REGISTRATION_DATE,KC_REPUDIATE_DT,DRIVER_AGE,KC_OUTSTANDING_RESERVE,TIME_TAKEN_REGISTRATION,KC_STATUS,KC_STATUS_TEXT,POLICY_NUMBER,CLAIMNUMBER,RISKNAME,ANALYST_HANDLING,AUTHORIZE_BY,NOTIFICATE_DATE,POLICE_REPORTED,POLICE_STATION_NAME,KC_SUM_INSURED,DATE_LOSS,PERILNAME,NOTIFICATION_DATE,IC_NAME,GP_NAME,GCT_NAME,CLIENT_MOBILE_NUMBER,CLIENT_NAME,INT_TYP,INTERMEDIARY_NAME,INTERMEDIARY_PHONE_NO,COVER_START_DATE,COVER_END_DATE,BR_NAME,MAKE_NAME,MODEL_NAME,MANUFACTURING_YEAR,POLICY_HOLDER_GENDER,POLICY_HOLDER_AGE,KC_FIRST_REPUDIATE_REM,KC_FIRST_REPUDIATE_REM_DATA,KC_SECOND_REPUDIATE_REM,KC_FIFTH_REPUDIATE_REM,GMR_ENGINE_NO,GMR_CHASIS_NO,GMR_VEH_COLOR
,,34.0,14900,0,74,Authorized Payment,G/HGS/00574,C/HGS/00617,KB00590,E00011,J00002,,No,,450000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Driving Schools,Comprehensive,721000880,Julian 00096,Agent,AGGerard 00067,221000602,,,Hughes,Toyota,Corolla Ae86,2006,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,638,0,74,Authorized Payment,G/RNG/00575,C/RNG/00618,KC00591,M00009,G00001,,Yes,LUANDA POLICE,1100000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,719004910,Logan 00558,Bancassurance,AGAlan 00004,203000042,,,Rongai,Toyota,"Vanguard Aca3, Gsa3",2008,Male,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,15728,1,64,Reinspection Completed,G/KTD/00576,C/KTD/00619,KD00592,G00008,M00006,,No,,3800000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,733004920,Louis 00559,Bancassurance,AGAlec 00006,722000062,,,Ktda,Toyota,Hilux Gun1,2023,Male,43.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,2700,0,2,Registered,G/KTD/00577,C/KTD/00620,KA00593,R00010,J00002,,Yes,CENTRAL POLICE STATION,0.0,,Motor Tppi,,Motor Commercial,Motor Commercial Own Goods,Third Party Only,721004930,Lucas 00560,Agent,AGCamilla 00204,721001872,,,Ktda,Nissan,Datsun 120,2006,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,36383,0,29,Settlement Letter Printed,G/HQS/00492,C/HQS/00621,KD00506,R00001,J00002,,No,,1400000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,717004240,Callum 00477,Agent,AGAngela 00186,725001702,,,Head Office,Toyota,Fielder,2015,Male,40.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,638,1,97,Approved By Internal Assessor,G/NYR/00578,C/NYR/00622,KC00594,M00009,J00002,,Yes,KONDELE TRAFFIC,1470000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,724004940,Luke 00561,Bancassurance,AGMarcus 00113,721001042,,,Nyeri,Isuzu,"D-Max Tfr, Tfs",2015,Male,40.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,0,0,69,Claim Closed,G/NKU/00579,C/NKU/00623,KC00595,G00008,J00002,,Yes,INDUSTRIAL AREA POLICE STATION,950000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725004950,Malcolm 00562,Bancassurance,AGOwen 00129,723001192,,,Nakuru,Subaru,Impreza Gp,2012,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,2500,1,2,Registered,G/HQS/00580,C/HQS/00624,KD00596,R00010,G00001,,Yes,RUARAKA POLICE STATION,0.0,,Motor Tppd,,Motor Private,Motor Private,Third Party Only,710004960,Marcus 00563,Agent,AGHarvey 00074,723000672,,,Head Office,Toyota,Harrier Zsu6,2014,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,6848,0,49,Accept Releasing Letter,G/MSA/00581,C/MSA/00625,KD00597,M00009,J00002,,Yes,LIKONI POLICE STATION,930000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721004970,Mark 00564,Agent,AGCara 00205,721001882,,,Mombasa,Honda,Fit,2014,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,60125,0,42,Repair Start Requested,G/MRU/00582,C/MRU/00626,KD00598,R00010,G00001,,Yes,KARIENE POLICE STATION,1200000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725004980,Martin 00565,Agent,AGCarla 00206,372,,,Meru,Toyota,"Avensis Zrt27, Adt27",2014,Male,21.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,0,0,69,Claim Closed,G/HGS/00583,C/HGS/00627,KC00599,G00008,J00002,,No,,570000.0,,Motor Partial Theft,,Motor Private,Motor Private,Comprehensive,722004990,Matthew 00566,Bancassurance,AGAlec 00006,722000062,,,Hughes,Toyota,Corolla Cba-Nze121,2009,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,500,0,74,Authorized Payment,G/HGS/00584,C/HGS/00628,KB00600,M00009,J00002,,Yes,KIAMBAA POLICE STATION,510000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,740005000,Max 00567,Bancassurance,AGHarry 00073,717000662,,,Hughes,Toyota,"Auris Nze18, Zre18",2007,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,63194,0,42,Repair Start Requested,G/CHQ/00585,C/CHQ/00629,KD00601,C00012,J00002,,No,,1230000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,726005010,Michael 00568,Bancassurance,AGAustin 00015,725000152,,,Chq,Nissan,Juke,2015,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,30164,1,49,Accept Releasing Letter,G/KGL/00586,C/KGL/00630,KC00602,R00010,G00001,,Yes,KILIMANI POLICE STATION,1000000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,710005020,Mitchell 00569,Agent,AGJack 00081,732000742,,,Kitengela,Volkswagen,Golf,2012,,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,0,0,2,Registered,G/NKU/00587,C/NKU/00631,KD00603,N00004,N00004,,No,,0.0,,Motor Tppd,,Motor Private,Motor Private,Third Party Only,790005030,Nathan 00570,Agent,AGCarmen 00207,725001892,,,Nakuru,Nissan,Xtrail,2014,,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,290,0,49,Accept Releasing Letter,G/MSA/00588,C/MSA/00632,KD00604,R00001,J00002,,Yes,KILIFI POLICE STATION,1050000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721003130,Nathaniel 00571,Agent,AGScott 00147,721001352,,,Mombasa,Nissan,Note,2016,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,107512,0,30,Dv/Settlement Letter Sent To Customer,G/MRU/00589,C/MRU/00633,KD00605,R00010,J00002,,No,,1100000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,729005040,Neil 00572,Agent,AGCaroline 00208,724001902,,,Meru,Toyota,"Auris Nze18, Zre18",2013,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,992,1,57,Initial Rejected,G/NYR/00590,C/NYR/00634,KC00606,G00008,M00006,,No,,1000000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,727005050,Nicholas 00573,Bancassurance,AGAlec 00006,722000062,,,Nyeri,Subaru,Legacy A Bc,2010,Male,35.0,"Lack of client cooperation, Misrepresentation of material facts (Suspected Fraud), Staged events (Suspected Fraud), OK","Lack of client cooperation, Misrepresentation of material facts (Suspected Fraud), Staged events (Suspected Fraud), OK",No Repudiation,No Repudiation,,,
,,35.0,0,0,74,Authorized Payment,G/MCH/00323,C/MCH/00635,KD00322,M00009,G00001,,Yes,RUAI POLICE STATION,3280000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,700002880,Martha 00318,Bancassurance,AGAlan 00004,203000042,,,Machakos,Toyota,Hilux Kun26,2015,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,0,0,69,Claim Closed,G/MSA/00555,C/MSA/00636,KC00570,R00001,J00002,,Yes,RUIRU POLICE STATION,650000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,759001650,Jesse 00539,Broker,AGCarl 00029,725000292,,,Mombasa,Honda,Fit,2010,Male,32.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,6536,0,62,Reinspection Appointed,G/MSA/00591,C/MSA/00637,KD00607,R00001,P00005,,Yes,MACHAKOS POLICE STATION,1300000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725002210,Nigel 00574,Agent,AGDarren 00039,725000392,,,Mombasa,Toyota,Vitz,2016,Male,35.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,5734,1,49,Accept Releasing Letter,G/NYR/00592,C/NYR/00638,KC00608,G00008,J00002,,No,,600000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,700005060,Noah 00575,Bancassurance,AGAlec 00006,722000062,,,Nyeri,Toyota,Corolla Ae96,2008,Male,19.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,1723,1,49,Accept Releasing Letter,G/HQS/00572,C/HQS/00639,KD00588,R00001,J00002,,Yes,"INLAND PORT POLICE STATION, NAIROBI.",860000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,727004890,Leonard 00556,Broker,AGCraig 00036,738000362,,,Head Office,Nissan,Advan,2016,,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,1884,1,49,Accept Releasing Letter,G/EMB/00593,C/EMB/00640,KD00609,G00008,J00002,,No,,4450000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,716001850,Norman 00576,Bancassurance,AGAlec 00006,722000062,,,Embu,Isuzu,Frr90,2021,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,30700,0,74,Authorized Payment,KTD/00594,C/KTD/00641,KC00610,G00008,G00001,,Yes,MWALA TRAFFIC,440000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,727005070,Oliver 00577,Bancassurance,AGAlec 00006,722000062,,,Ktda,Nissan,"Note E11, Ne11",2008,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,2500,1,2,Registered,G/ELD/00595,C/ELD/00642,KD00611,G00008,J00002,,No,,4450000.0,,Motor Tppi,,Motor Commercial,Motor Commercial Own Goods,Comprehensive,726003480,Oscar 00578,Bancassurance,AGAlec 00006,722000062,,,Eldoret,Isuzu,Nqr,2022,Male,24.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,35.0,73900,1,2,Registered,G/KKM/00596,C/KKM/00643,KB00612,G00008,J00002,,No,,1350000.0,,Motor Tppi,,Motor Commercial,Motor Commercial School Bus / Van,Comprehensive,723005080,Owen 00579,Bancassurance,AGAlec 00006,722000062,,,Kakamega,Isuzu,Nqr,2013,Female,2.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,0,1,74,Authorized Payment,G/HQS/00597,C/HQS/00644,KD00613,C00012,P00005,,Yes,"GILGIL POLICE STATION, NAKURU.",840000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722000780,Patrick 00580,Agent,AGEthan 00053,202000532,,,Head Office,Nissan,"Note E11, Ne11",2014,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,0,0,74,Authorized Payment,G/MSA/00598,C/MSA/00645,KC00614,G00008,J00002,,Yes,LIKONI TRAFFIC BASE,1750000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722005090,Paul 00581,Bancassurance,AGAlec 00006,722000062,,,Mombasa,Subaru,Forester Sf,2010,,56.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,872,0,49,Accept Releasing Letter,G/MRU/00599,C/MRU/00646,KC00615,G00008,J00002,,No,,560000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722005100,Peter 00582,Bancassurance,AGAlec 00006,722000062,,,Meru,Nissan,Note,2012,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,94700,0,29,Settlement Letter Printed,G/MSA/00600,C/MSA/00647,KD00616,R00001,J00002,,Yes,KIBWEZI POLICE STATION,1000000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725002210,Philip 00583,Agent,AGDarren 00039,725000392,,,Mombasa,Toyota,Axio,2014,Male,44.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,2038,0,74,Authorized Payment,G/ELD/00601,C/ELD/00648,KC00617,M00009,J00002,,Yes,ELDORET POLICE STATION,770000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,724005110,Quentin 00584,Bancassurance,AGAlan 00004,203000042,,,Eldoret,Subaru,Forester Sh,2009,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,7863,0,106,Ready For Payment,G/MCH/00602,C/MCH/00649,KC00618,G00008,J00002,,No,,1240000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,712005120,Ralph 00585,Bancassurance,AGAlec 00006,722000062,,,Machakos,Toyota,"4 Runner Kzn18, Vzn18, Rzn18",2008,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,12994,1,49,Accept Releasing Letter,G/KTD/00603,C/KTD/00650,KC00619,R00010,P00005,,No,,580000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,729005130,Raymond 00586,Bancassurance,AGAlec 00006,722000062,,,Ktda,Volkswagen,Golf,2008,,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,6450,1,30,Dv/Settlement Letter Sent To Customer,G/MCH/00604,C/MCH/00651,KC00620,M00009,J00002,,Yes,EMBAKASI POLICE STATION,720000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722005140,Reuben 00587,Bancassurance,AGAlan 00004,203000042,,,Machakos,Toyota,Fielder,2009,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,7975,0,106,Ready For Payment,G/MCH/00604,C/MCH/00652,KC00620,M00009,G00001,,Yes,EMBAKASI POLICE,720000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722005140,Reuben 00587,Bancassurance,AGAlan 00004,203000042,,,Machakos,Toyota,Fielder,2009,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,0,0,74,Authorized Payment,G/KTD/00605,C/KTD/00653,KC00621,E00011,G00001,,No,,720000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725005150,Richard 00588,Bancassurance,AGAlan 00004,203000042,,,Ktda,Toyota,Corolla Cba-Nze121,2009,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,11080,0,49,Accept Releasing Letter,G/MSA/00606,C/MSA/00654,KD00622,R00001,J00002,,Yes,NYALI TRAFFIC BASE,2200000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,725002030,Robert 00589,Agent,AGMartin 00115,725001062,,,Mombasa,Toyota,Corona Premio,2017,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,6768,0,74,Authorized Payment,G/EMB/00607,C/EMB/00655,KC00623,E00011,G00001,,No,,680000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,718005160,Roger 00590,Agent,AGRussell 00144,722001322,,,Embu,Toyota,Vitz,2012,,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,22421,1,97,Approved By Internal Assessor,G/THK/00608,C/THK/00656,KD00624,R00010,G00001,,Yes,NGEWA POLICE STATION,1350000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,723000700,Ronald 00591,Agent,AGDouglas 00047,723000472,,,Thika,Toyota,Axio,2015,Male,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,3946,1,57,Initial Rejected,G/NYR/00609,C/NYR/00657,KC00625,M00009,J00002,,Yes,AINAPTICH POLICE STATION,550000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721005170,Ross 00592,Bancassurance,AGMax 00117,728001082,,,Nyeri,Mazda,Demio Dw,2012,Male,36.0,"Misrepresentation of material facts (Suspected Fraud), delcined","Misrepresentation of material facts (Suspected Fraud), delcined",No Repudiation,No Repudiation,,,
,,36.0,0,0,69,Claim Closed,G/NYR/00610,C/NYR/00658,KD00626,G00008,J00002,,No,,2600000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721005180,Roy 00593,Agent,AGWarren 00169,724001552,,,Nyeri,Mitsubishi,Outlander Cww,2015,,36.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,3517,0,74,Authorized Payment,G/EMB/00611,C/EMB/00659,KD00627,E00011,J00002,,No,,2600000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,723005190,Russell 00594,Dsf,AGJasper 00086,723000792,,,Embu,Honda,Vezel,2017,Male,30.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,12228,0,49,Accept Releasing Letter,G/ELD/00612,C/ELD/00660,KB00628,E00011,J00002,,Yes,Karen police station,522000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722005200,Ryan 00595,Direct,AGDamian 00037,372,,,Eldoret,Toyota,Rush F700,2006,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,7638,1,57,Initial Rejected,G/WST/00613,C/WST/00661,KD00629,G00008,J00002,,Yes,SUBUGIA POLICE STATION,1000000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,702005210,Samuel 00596,Bancassurance,AGAlan 00004,203000042,,,Westlands,Mazda,Demio Dw,2015,Male,30.0,"Outside scope of cover, Other, Misrepresentation of material facts (Suspected Fraud), DECLINE","Outside scope of cover, Other, Misrepresentation of material facts (Suspected Fraud), DECLINE",No Repudiation,No Repudiation,,,
,,36.0,5000,0,6,First Assessor Complete,G/KTD/00056,C/KTD/00662,KD00056,R00010,G00001,,Yes,MWEA EAST,3850000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,722000080,Finn 00056,Agent,AGAlexander 00008,722000082,,,Ktda,Toyota,Hilux Rn1,2022,Male,31.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,4000,0,57,Initial Rejected,NYR/00614,C/NYR/00663,KB00630,G00008,J00002,,Yes,KERUGOYA TRAFFIC,1000000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,721005220,Scott 00597,Agent,AGCassandra 00209,712001912,,,Nyeri,Isuzu,Nqr,2005,Male,25.0,"Lack of client cooperation, OK","Lack of client cooperation, OK",No Repudiation,No Repudiation,,,
,,36.0,14000,0,57,Initial Rejected,G/HGS/00615,C/HGS/00664,KC00631,E00011,J00002,,Yes,SAGANA POLICE STATION,600000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Driving Schools,Comprehensive,721000880,Julian 00096,Agent,AGGerard 00067,221000602,,,Hughes,Toyota,Corolla Ae96,2009,Male,25.0,"Other, BREACH OF DUTY OF CARE","Other, BREACH OF DUTY OF CARE",No Repudiation,No Repudiation,,,
,,36.0,23636,1,49,Accept Releasing Letter,G/ELD/00616,C/ELD/00665,KD00632,G00008,P00005,,No,,2900000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,721005230,Sean 00598,Bancassurance,AGAlec 00006,722000062,,,Eldoret,Toyota,"Corolla Rumion Aze15, Nze15, Zre15",2022,Male,15.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,1679,0,97,Approved By Internal Assessor,G/ELD/00617,C/ELD/00666,KD00633,M00009,P00005,,Yes,NAROK TRAFFIC BASE,11075000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial General Cartage,Comprehensive,721005240,Sebastian 00599,Bancassurance,AGAlan 00004,203000042,,,Eldoret,Isuzu,Fvz,2023,Female,3.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,36.0,70838,0,62,Reinspection Appointed,G/MSA/00618,C/MSA/00667,KD00634,R00001,G00001,,Yes,NANYUKI POLICE STATION,2700000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,724005250,Seth 00600,Agent,AGCatherine 00210,724001922,,,Mombasa,Nissan,Xtrail,2017,Female,2.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,0,1,74,Authorized Payment,G/ELD/00619,C/ELD/00668,KB00635,M00009,P00005,,Yes,ELDORET CENTRAL POLICE STATION,530000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,729005260,Simon 00601,Bancassurance,AGAlan 00004,203000042,,,Eldoret,Toyota,"Auris Nze18, Zre18",2007,,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,14700,0,97,Approved By Internal Assessor,G/RNG/00620,C/RNG/00669,KD00636,E00011,J00002,,Yes,MTWAPA POLICE STATION,3000001.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,724005270,Stanley 00602,Agent,AGKevin 00100,721000922,,,Rongai,Mercedes-Benz,E300,2015,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,497,0,74,Authorized Payment,G/HGS/00621,C/HGS/00670,KC00637,M00009,P00005,,Yes,GIGIRI POLICE STATION,780000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720005280,Stephen 00603,Bancassurance,AGAlan 00004,203000042,,,Hughes,Toyota,Auris E15,2012,Male,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,0,0,69,Claim Closed,G/RKA/00622,C/RKA/00671,KD00638,G00008,J00002,,No,,2700000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720005290,Steven 00604,Bancassurance,AGAlec 00006,722000062,,,Ruaka,Honda,Vezel,2016,,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,0,1,6,First Assessor Complete,G/CHQ/00623,C/CHQ/00672,KD00639,E00011,P00005,,No,,1460000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,726005300,Stuart 00605,Bancassurance,AGAustin 00015,725000152,,,Chq,Toyota,Premio T24,2014,,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,6838,1,106,Ready For Payment,G/KTD/00624,C/KTD/00673,KC00640,R00010,P00005,,Yes,KIAMBU POLICE STATION,500000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722005310,Terence 00606,Agent,AGCecilia 00211,720001932,,,Ktda,Toyota,Passo Sette M5E,2009,,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,13398,1,64,Reinspection Completed,G/ELD/00625,C/ELD/00674,KD00641,R00010,J00002,,Yes,BURUBURU POLICE STATION,1060000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,728005320,Theo 00607,Bancassurance,AGMark 00114,722001052,,,Eldoret,Toyota,Axio,2014,Male,53.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,4586,1,49,Accept Releasing Letter,G/RKA/00626,C/RKA/00675,KC00642,G00008,J00002,,No,,750000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,756005330,Thomas 00608,Bancassurance,AGAlec 00006,722000062,,,Ruaka,Toyota,Axio,2010,Male,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,0,1,69,Claim Closed,G/HGS/00627,C/HGS/00676,KD00643,G00008,M00006,,No,,3800000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,726005340,Timothy 00609,Bancassurance,AGAlec 00006,722000062,,,Hughes,Bmw,X3 F25,2016,,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,500,0,2,Registered,G/MRU/00628,C/MRU/00677,KD00644,R00010,J00002,,Yes,CENTRAL POLICE STATION-NAIROBI,0.0,,Motor Tppd,,Motor Private,Motor Private,Third Party Only,710005350,Tobias 00610,Agent,AGLeo 00105,729000962,,,Meru,Honda,Fit Shuttle,2014,Male,37.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,3863,0,74,Authorized Payment,G/KTD/00629,C/KTD/00678,KD00645,M00009,G00001,,Yes,KASARANI POLICE STATION,1950000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,706005360,Todd 00611,Bancassurance,AGAlan 00004,203000042,,,Ktda,Mazda,Axela,2017,Male,28.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,2500,0,2,Registered,ELD/00630,C/ELD/00679,KC00646,R00010,G00001,,No,,0.0,,Motor Tppi,,Motor Commercial,Motor Commercial General Cartage,Third Party Only,720005370,Tom 00612,Agent,AGAda 00175,732001612,,,Eldoret,Mitsubishi,Fuso Fh,2015,Male,25.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,0,0,69,Claim Closed,G/THK/00631,C/THK/00680,KD00647,R00010,G00001,,Yes,SPRING VALLEY POLICE STATION,3500000.0,,Motor Material Damage,,Motor Commercial,Motor Commercial Own Goods,Comprehensive,719005380,Tony 00613,Agent,AGCeleste 00212,799001942,,,Thika,Toyota,Hilux Gun1,2017,Female,10.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,37.0,22793,0,49,Accept Releasing Letter,G/MCH/00632,C/MCH/00681,KD00648,M00009,G00001,,No,,4860000.0,,Motor Material Damage,,Motor Commercial Psv,Psv Asset,Comprehensive,711005390,Trevor 00614,Bancassurance,AGAlan 00004,203000042,,,Machakos,Isuzu,Nqr 66,2022,Female,14.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,38.0,11300,0,49,Accept Releasing Letter,G/KTD/00633,C/KTD/00682,KC00649,G00008,G00001,,Yes,LANGATA POLICESTATION,1000000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,720004480,Tyler 00615,Agent,AGPeter 00132,720001222,,,Ktda,Toyota,Fielder,2012,Male,41.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,38.0,0,0,74,Authorized Payment,G/NKU/00634,C/NKU/00683,KD00650,G00008,J00002,,No,,820000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,722005400,Victor 00616,Bancassurance,AGOwen 00129,723001192,,,Nakuru,Toyota,Axio,2013,,46.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
,,38.0,72027,0,49,Accept Releasing Letter,G/THK/00635,C/THK/00684,KD00651,R00010,P00005,,Yes,KILIMANI POLICE STATION,1050000.0,,Motor Material Damage,,Motor Private,Motor Private,Comprehensive,732005410,Vincent 00617,Agent,AGCharlotte 00213,704001952,,,Thika,Mazda,Demio Dw,2015,,38.0,No Repudiation,No Repudiation,No Repudiation,No Repudiation,,,
